Mine,Location Description,model_stats,loc_name,sample_name,Season,sample_date,Month,Day,Year,analytic_method,chemical_name,result_text,detect_flag,lab_qualifiers,reporting_detection_limit,result_nd,fraction,sample_type_code,parent_sample_code,result_unit,lab_sdg,sample_id,test_id
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SPRING,5/25/2017,5,25,2017,SM3030E/SW6020A,Aluminum,0.066,Y,,0.002,0.066,T,N,,mg/L,L1935741,226048273,226049201
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SPRING,5/25/2017,5,25,2017,SM3030E/SW6020A,Arsenic,0.0002,Y,,0.0001,0.0002,T,N,,mg/L,L1935741,226048273,226049201
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SPRING,5/25/2017,5,25,2017,SM3030E/SW6020A,Copper,0.00032,Y,,0.0002,0.00032,T,N,,mg/L,L1935741,226048273,226049201
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SPRING,5/25/2017,5,25,2017,SM3030E/SW6020A,Selenium,,N,<,0.0001,0.00005,T,N,,mg/L,L1935741,226048273,226049201
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SPRING,5/25/2017,5,25,2017,E3030B/SW6020A,Aluminum,0.0637,Y,,0.002,0.0637,D,N,,mg/L,L1935741,226048274,226049215
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SPRING,5/25/2017,5,25,2017,E3030B/SW6020A,Arsenic,0.00015,Y,,0.0001,0.00015,D,N,,mg/L,L1935741,226048274,226049215
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SPRING,5/25/2017,5,25,2017,E3030B/SW6020A,Copper,0.00051,Y,,0.0002,0.00051,D,N,,mg/L,L1935741,226048274,226049215
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SPRING,5/25/2017,5,25,2017,E3030B/SW6020A,Selenium,,N,<,0.0001,0.00005,D,N,,mg/L,L1935741,226048274,226049215
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SPRING,5/25/2017,5,25,2017,SM3030E/SW6020A,Aluminum,0.0724,Y,,0.002,0.0724,T,N,,mg/L,L1935741,226048274,226049223
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SPRING,5/25/2017,5,25,2017,SM3030E/SW6020A,Arsenic,0.00015,Y,,0.0001,0.00015,T,N,,mg/L,L1935741,226048274,226049223
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SPRING,5/25/2017,5,25,2017,SM3030E/SW6020A,Copper,0.00032,Y,,0.0002,0.00032,T,N,,mg/L,L1935741,226048274,226049223
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SPRING,5/25/2017,5,25,2017,SM3030E/SW6020A,Selenium,,N,<,0.0001,0.00005,T,N,,mg/L,L1935741,226048274,226049223
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SUMMER,7/15/2017,7,15,2017,E3030B/SW6020A,Aluminum,0.0232,Y,,0.001,0.0232,D,N,,mg/L,L1960148,226050586,226050652
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SUMMER,7/15/2017,7,15,2017,E3030B/SW6020A,Arsenic,0.00029,Y,,0.0001,0.00029,D,N,,mg/L,L1960148,226050586,226050652
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SUMMER,7/15/2017,7,15,2017,E3030B/SW6020A,Copper,0.00044,Y,,0.0002,0.00044,D,N,,mg/L,L1960148,226050586,226050652
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SUMMER,7/15/2017,7,15,2017,E3030B/SW6020A,Selenium,0.000067,Y,,0.00005,0.000067,D,N,,mg/L,L1960148,226050586,226050652
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SUMMER,7/15/2017,7,15,2017,SW6020A,Aluminum,0.0349,Y,,0.003,0.0349,T,N,,mg/L,L1960148,226050586,226050666
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SUMMER,7/15/2017,7,15,2017,SW6020A,Arsenic,0.00028,Y,,0.0001,0.00028,T,N,,mg/L,L1960148,226050586,226050666
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SUMMER,7/15/2017,7,15,2017,SW6020A,Copper,,N,<,0.0005,0.00025,T,N,,mg/L,L1960148,226050586,226050666
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SUMMER,7/15/2017,7,15,2017,SW6020A,Selenium,,N,<,0.00005,0.000025,T,N,,mg/L,L1960148,226050586,226050666
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,7/17/2017,7,17,2017,E3030B/SW6020A,Aluminum,0.148,Y,,0.001,0.148,D,N,,mg/L,L1961808,226050854,226051628
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,7/17/2017,7,17,2017,E3030B/SW6020A,Arsenic,0.00055,Y,,0.0001,0.00055,D,N,,mg/L,L1961808,226050854,226051628
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,7/17/2017,7,17,2017,E3030B/SW6020A,Copper,0.00034,Y,,0.0002,0.00034,D,N,,mg/L,L1961808,226050854,226051628
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,7/17/2017,7,17,2017,E3030B/SW6020A,Selenium,0.000078,Y,,0.00005,0.000078,D,N,,mg/L,L1961808,226050854,226051628
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,7/17/2017,7,17,2017,SW6020A,Aluminum,0.201,Y,,0.003,0.201,T,N,,mg/L,L1961808,226050854,226051642
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,7/17/2017,7,17,2017,SW6020A,Arsenic,0.00075,Y,,0.0001,0.00075,T,N,,mg/L,L1961808,226050854,226051642
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,7/17/2017,7,17,2017,SW6020A,Copper,,N,<,0.0005,0.00025,T,N,,mg/L,L1961808,226050854,226051642
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,7/17/2017,7,17,2017,SW6020A,Selenium,0.000081,Y,,0.00005,0.000081,T,N,,mg/L,L1961808,226050854,226051642
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,7/17/2017,7,17,2017,E3030B/SW6020A,Aluminum,0.0303,Y,,0.001,0.0303,D,N,,mg/L,L1961808,226050855,226051649
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,7/17/2017,7,17,2017,E3030B/SW6020A,Arsenic,0.00017,Y,,0.0001,0.00017,D,N,,mg/L,L1961808,226050855,226051649
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,7/17/2017,7,17,2017,E3030B/SW6020A,Copper,0.00033,Y,,0.0002,0.00033,D,N,,mg/L,L1961808,226050855,226051649
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,7/17/2017,7,17,2017,E3030B/SW6020A,Selenium,,N,<,0.00005,0.000025,D,N,,mg/L,L1961808,226050855,226051649
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,7/17/2017,7,17,2017,SW6020A,Aluminum,0.0431,Y,,0.003,0.0431,T,N,,mg/L,L1961808,226050855,226051663
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,7/17/2017,7,17,2017,SW6020A,Arsenic,0.0002,Y,,0.0001,0.0002,T,N,,mg/L,L1961808,226050855,226051663
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,7/17/2017,7,17,2017,SW6020A,Copper,,N,<,0.0005,0.00025,T,N,,mg/L,L1961808,226050855,226051663
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,7/17/2017,7,17,2017,SW6020A,Selenium,,N,<,0.00005,0.000025,T,N,,mg/L,L1961808,226050855,226051663
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,7/17/2017,7,17,2017,E3030B/SW6020A,Aluminum,0.0064,Y,,0.001,0.0064,D,N,,mg/L,L1961808,226050856,226051837
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,7/17/2017,7,17,2017,E3030B/SW6020A,Arsenic,0.00023,Y,,0.0001,0.00023,D,N,,mg/L,L1961808,226050856,226051837
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,7/17/2017,7,17,2017,E3030B/SW6020A,Copper,0.00026,Y,,0.0002,0.00026,D,N,,mg/L,L1961808,226050856,226051837
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,7/17/2017,7,17,2017,E3030B/SW6020A,Selenium,,N,<,0.00005,0.000025,D,N,,mg/L,L1961808,226050856,226051837
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,7/17/2017,7,17,2017,SW6020A,Aluminum,0.0177,Y,,0.003,0.0177,T,N,,mg/L,L1961808,226050856,226051851
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,7/17/2017,7,17,2017,SW6020A,Arsenic,0.00022,Y,,0.0001,0.00022,T,N,,mg/L,L1961808,226050856,226051851
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,7/17/2017,7,17,2017,SW6020A,Copper,,N,<,0.0005,0.00025,T,N,,mg/L,L1961808,226050856,226051851
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,7/17/2017,7,17,2017,SW6020A,Selenium,,N,<,0.00005,0.000025,T,N,,mg/L,L1961808,226050856,226051851
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,FALL,9/17/2017,9,17,2017,E3030B/SW6020A,Aluminum,0.0488,Y,,0.001,0.0488,D,N,,mg/L,L1993713,226052709,226052955
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,FALL,9/17/2017,9,17,2017,E3030B/SW6020A,Arsenic,0.00034,Y,,0.0001,0.00034,D,N,,mg/L,L1993713,226052709,226052955
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,FALL,9/17/2017,9,17,2017,E3030B/SW6020A,Copper,,N,<,0.0002,0.0001,D,N,,mg/L,L1993713,226052709,226052955
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,FALL,9/17/2017,9,17,2017,E3030B/SW6020A,Selenium,,N,<,0.00005,0.000025,D,N,,mg/L,L1993713,226052709,226052955
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,FALL,9/17/2017,9,17,2017,SW6020A,Aluminum,0.0657,Y,,0.003,0.0657,T,N,,mg/L,L1993713,226052709,226052969
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,FALL,9/17/2017,9,17,2017,SW6020A,Arsenic,0.00042,Y,,0.0001,0.00042,T,N,,mg/L,L1993713,226052709,226052969
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,FALL,9/17/2017,9,17,2017,SW6020A,Copper,,N,<,0.0005,0.00025,T,N,,mg/L,L1993713,226052709,226052969
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,FALL,9/17/2017,9,17,2017,SW6020A,Selenium,0.00006,Y,,0.00005,0.00006,T,N,,mg/L,L1993713,226052709,226052969
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,FALL,9/17/2017,9,17,2017,E3030B/SW6020A,Aluminum,0.0355,Y,,0.001,0.0355,D,N,,mg/L,L1993713,226052710,226052976
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,FALL,9/17/2017,9,17,2017,E3030B/SW6020A,Arsenic,0.00019,Y,,0.0001,0.00019,D,N,,mg/L,L1993713,226052710,226052976
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,FALL,9/17/2017,9,17,2017,E3030B/SW6020A,Copper,0.00023,Y,,0.0002,0.00023,D,N,,mg/L,L1993713,226052710,226052976
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,FALL,9/17/2017,9,17,2017,E3030B/SW6020A,Selenium,,N,<,0.00005,0.000025,D,N,,mg/L,L1993713,226052710,226052976
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,FALL,9/17/2017,9,17,2017,SW6020A,Aluminum,0.058,Y,,0.003,0.058,T,N,,mg/L,L1993713,226052710,226052990
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,FALL,9/17/2017,9,17,2017,SW6020A,Arsenic,0.00019,Y,,0.0001,0.00019,T,N,,mg/L,L1993713,226052710,226052990
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,FALL,9/17/2017,9,17,2017,SW6020A,Copper,,N,<,0.0005,0.00025,T,N,,mg/L,L1993713,226052710,226052990
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,FALL,9/17/2017,9,17,2017,SW6020A,Selenium,,N,<,0.00005,0.000025,T,N,,mg/L,L1993713,226052710,226052990
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,FALL,9/17/2017,9,17,2017,E3030B/SW6020A,Aluminum,0.0031,Y,,0.001,0.0031,D,N,,mg/L,L1993713,226052711,226052997
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,FALL,9/17/2017,9,17,2017,E3030B/SW6020A,Arsenic,0.00024,Y,,0.0001,0.00024,D,N,,mg/L,L1993713,226052711,226052997
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,FALL,9/17/2017,9,17,2017,E3030B/SW6020A,Selenium,,N,<,0.00005,0.000025,D,N,,mg/L,L1993713,226052711,226052997
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,FALL,9/17/2017,9,17,2017,E3030B/SW6020A,Copper,,N,<,0.0002,0.0001,D,N,,mg/L,L1993713,226052711,226052998
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,FALL,9/17/2017,9,17,2017,SW6020A,Aluminum,0.0095,Y,,0.003,0.0095,T,N,,mg/L,L1993713,226052711,226053012
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,FALL,9/17/2017,9,17,2017,SW6020A,Arsenic,0.00027,Y,,0.0001,0.00027,T,N,,mg/L,L1993713,226052711,226053012
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,FALL,9/17/2017,9,17,2017,SW6020A,Selenium,,N,<,0.00005,0.000025,T,N,,mg/L,L1993713,226052711,226053012
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,FALL,9/17/2017,9,17,2017,SW6020A,Copper,,N,<,0.0005,0.00025,T,N,,mg/L,L1993713,226052711,226053013
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,FALL,9/18/2017,9,18,2017,E3030B/SW6020A,Aluminum,0.01,Y,,0.001,0.01,D,N,,mg/L,L1996654,226053216,226054203
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,FALL,9/18/2017,9,18,2017,E3030B/SW6020A,Copper,0.00036,Y,,0.0002,0.00036,D,N,,mg/L,L1996654,226053216,226054203
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,FALL,9/18/2017,9,18,2017,E3030B/SW6020A,Selenium,0.000053,Y,,0.00005,0.000053,D,N,,mg/L,L1996654,226053216,226054203
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,FALL,9/18/2017,9,18,2017,E3030B/SW6020A,Arsenic,0.00024,Y,,0.0001,0.00024,D,N,,mg/L,L1996654,226053216,226054204
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,FALL,9/18/2017,9,18,2017,SW6020A,Aluminum,0.0215,Y,,0.003,0.0215,T,N,,mg/L,L1996654,226053216,226054218
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,FALL,9/18/2017,9,18,2017,SW6020A,Copper,,N,<,0.0005,0.00025,T,N,,mg/L,L1996654,226053216,226054218
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,FALL,9/18/2017,9,18,2017,SW6020A,Selenium,0.000055,Y,,0.00005,0.000055,T,N,,mg/L,L1996654,226053216,226054218
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,FALL,9/18/2017,9,18,2017,SW6020A,Arsenic,0.00032,Y,,0.0001,0.00032,T,N,,mg/L,L1996654,226053216,226054219
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,2/21/2018,2,21,2018,E3030B/SW6020B,Aluminum,0.0106,Y,,0.001,0.0106,D,N,,mg/L,L2060035,688820021,688820224
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,2/21/2018,2,21,2018,E3030B/SW6020B,Arsenic,0.00024,Y,,0.0001,0.00024,D,N,,mg/L,L2060035,688820021,688820224
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,2/21/2018,2,21,2018,E3030B/SW6020B,Copper,0.00046,Y,,0.0002,0.00046,D,N,,mg/L,L2060035,688820021,688820224
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,2/21/2018,2,21,2018,E3030B/SW6020B,Selenium,0.000067,Y,,0.00005,0.000067,D,N,,mg/L,L2060035,688820021,688820224
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,2/21/2018,2,21,2018,SW6020B,Aluminum,0.0148,Y,,0.003,0.0148,T,N,,mg/L,L2060035,688820021,688820238
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,2/21/2018,2,21,2018,SW6020B,Arsenic,0.00027,Y,,0.0001,0.00027,T,N,,mg/L,L2060035,688820021,688820238
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,2/21/2018,2,21,2018,SW6020B,Copper,0.00108,Y,,0.0005,0.00108,T,N,,mg/L,L2060035,688820021,688820238
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,WINTER,2/21/2018,2,21,2018,SW6020B,Selenium,0.000071,Y,,0.00005,0.000071,T,N,,mg/L,L2060035,688820021,688820238
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,2/21/2018,2,21,2018,E3030B/SW6020B,Aluminum,0.0039,Y,,0.001,0.0039,D,N,,mg/L,L2060035,688820022,688820245
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,2/21/2018,2,21,2018,E3030B/SW6020B,Arsenic,0.00025,Y,,0.0001,0.00025,D,N,,mg/L,L2060035,688820022,688820245
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,2/21/2018,2,21,2018,E3030B/SW6020B,Copper,0.00029,Y,,0.0002,0.00029,D,N,,mg/L,L2060035,688820022,688820245
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,2/21/2018,2,21,2018,E3030B/SW6020B,Selenium,0.000051,Y,,0.00005,0.000051,D,N,,mg/L,L2060035,688820022,688820245
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,2/21/2018,2,21,2018,SW6020B,Aluminum,0.0063,Y,,0.003,0.0063,T,N,,mg/L,L2060035,688820022,688820259
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,2/21/2018,2,21,2018,SW6020B,Arsenic,0.00029,Y,,0.0001,0.00029,T,N,,mg/L,L2060035,688820022,688820259
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,2/21/2018,2,21,2018,SW6020B,Copper,,N,<,0.0005,0.00025,T,N,,mg/L,L2060035,688820022,688820259
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,WINTER,2/21/2018,2,21,2018,SW6020B,Selenium,0.000065,Y,,0.00005,0.000065,T,N,,mg/L,L2060035,688820022,688820259
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,2/24/2018,2,24,2018,E3030B/SW6020A,Aluminum,0.0466,Y,,0.001,0.0466,D,N,,mg/L,L2061148,688820176,688821035
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,2/24/2018,2,24,2018,E3030B/SW6020A,Arsenic,0.00026,Y,,0.0001,0.00026,D,N,,mg/L,L2061148,688820176,688821035
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,2/24/2018,2,24,2018,E3030B/SW6020A,Copper,,N,<,0.0002,0.0001,D,N,,mg/L,L2061148,688820176,688821035
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,2/24/2018,2,24,2018,E3030B/SW6020A,Selenium,0.00006,Y,,0.00005,0.00006,D,N,,mg/L,L2061148,688820176,688821035
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,2/24/2018,2,24,2018,SW6020A,Aluminum,0.0608,Y,,0.003,0.0608,T,N,,mg/L,L2061148,688820176,688821049
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,2/24/2018,2,24,2018,SW6020A,Arsenic,0.00039,Y,,0.0001,0.00039,T,N,,mg/L,L2061148,688820176,688821049
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,2/24/2018,2,24,2018,SW6020A,Copper,,N,<,0.0005,0.00025,T,N,,mg/L,L2061148,688820176,688821049
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,WINTER,2/24/2018,2,24,2018,SW6020A,Selenium,0.000081,Y,,0.00005,0.000081,T,N,,mg/L,L2061148,688820176,688821049
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SPRING,5/24/2018,5,24,2018,E200.2/SW6020A,Aluminum,0.106,Y,,0.003,0.106,T,N,,mg/L,L2101247,688823767,688824022
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SPRING,5/24/2018,5,24,2018,E200.2/SW6020A,Arsenic,0.00039,Y,,0.0001,0.00039,T,N,,mg/L,L2101247,688823767,688824022
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SPRING,5/24/2018,5,24,2018,E200.2/SW6020A,Copper,,N,<,0.0005,0.00025,T,N,,mg/L,L2101247,688823767,688824022
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SPRING,5/24/2018,5,24,2018,E200.2/SW6020A,Selenium,0.000054,Y,,0.00005,0.000054,T,N,,mg/L,L2101247,688823767,688824022
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SPRING,5/24/2018,5,24,2018,E3030B/SW6020A,Aluminum,0.1,Y,,0.001,0.1,D,N,,mg/L,L2101247,688823767,688824024
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SPRING,5/24/2018,5,24,2018,E3030B/SW6020A,Arsenic,0.00035,Y,,0.0001,0.00035,D,N,,mg/L,L2101247,688823767,688824024
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SPRING,5/24/2018,5,24,2018,E3030B/SW6020A,Copper,0.00032,Y,,0.0002,0.00032,D,N,,mg/L,L2101247,688823767,688824024
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SPRING,5/24/2018,5,24,2018,E3030B/SW6020A,Selenium,,N,<,0.00005,0.000025,D,N,,mg/L,L2101247,688823767,688824024
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SPRING,5/22/2018,5,22,2018,E200.2/SW6020A,Aluminum,0.0435,Y,,0.003,0.0435,T,N,,mg/L,L2101247,688823769,688824062
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SPRING,5/22/2018,5,22,2018,E200.2/SW6020A,Arsenic,0.00028,Y,,0.0001,0.00028,T,N,,mg/L,L2101247,688823769,688824062
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SPRING,5/22/2018,5,22,2018,E200.2/SW6020A,Copper,,N,<,0.0005,0.00025,T,N,,mg/L,L2101247,688823769,688824062
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SPRING,5/22/2018,5,22,2018,E200.2/SW6020A,Selenium,0.000051,Y,,0.00005,0.000051,T,N,,mg/L,L2101247,688823769,688824062
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SPRING,5/22/2018,5,22,2018,E3030B/SW6020A,Aluminum,0.0245,Y,,0.001,0.0245,D,N,,mg/L,L2101247,688823769,688824064
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SPRING,5/22/2018,5,22,2018,E3030B/SW6020A,Arsenic,0.00022,Y,,0.0001,0.00022,D,N,,mg/L,L2101247,688823769,688824064
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SPRING,5/22/2018,5,22,2018,E3030B/SW6020A,Copper,0.00044,Y,,0.0002,0.00044,D,N,,mg/L,L2101247,688823769,688824064
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQS,SPRING,5/22/2018,5,22,2018,E3030B/SW6020A,Selenium,,N,<,0.00005,0.000025,D,N,,mg/L,L2101247,688823769,688824064
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SPRING,5/24/2018,5,24,2018,E200.2/SW6020A,Aluminum,0.0179,Y,,0.003,0.0179,T,N,,mg/L,L2101247,688823770,688824082
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SPRING,5/24/2018,5,24,2018,E200.2/SW6020A,Arsenic,0.00025,Y,,0.0001,0.00025,T,N,,mg/L,L2101247,688823770,688824082
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SPRING,5/24/2018,5,24,2018,E200.2/SW6020A,Copper,,N,<,0.0005,0.00025,T,N,,mg/L,L2101247,688823770,688824082
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SPRING,5/24/2018,5,24,2018,E200.2/SW6020A,Selenium,,N,<,0.00005,0.000025,T,N,,mg/L,L2101247,688823770,688824082
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SPRING,5/24/2018,5,24,2018,E3030B/SW6020A,Aluminum,0.0093,Y,,0.001,0.0093,D,N,,mg/L,L2101247,688823770,688824084
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SPRING,5/24/2018,5,24,2018,E3030B/SW6020A,Arsenic,0.00021,Y,,0.0001,0.00021,D,N,,mg/L,L2101247,688823770,688824084
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SPRING,5/24/2018,5,24,2018,E3030B/SW6020A,Selenium,,N,<,0.00005,0.000025,D,N,,mg/L,L2101247,688823770,688824084
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SPRING,5/24/2018,5,24,2018,E3030B/SW6020A,Copper,,N,<,0.0002,0.0001,D,N,,mg/L,L2101247,688823770,688824085
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,7/12/2018,7,12,2018,E200.2/SW6020A,Aluminum,0.127,Y,,0.003,0.127,T,N,,mg/L,L2133011,688825798,688826053
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,7/12/2018,7,12,2018,E200.2/SW6020A,Arsenic,0.00045,Y,,0.0001,0.00045,T,N,,mg/L,L2133011,688825798,688826053
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,7/12/2018,7,12,2018,E200.2/SW6020A,Copper,,N,<,0.0005,0.00025,T,N,,mg/L,L2133011,688825798,688826053
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,7/12/2018,7,12,2018,E200.2/SW6020A,Selenium,0.00006,Y,,0.00005,0.00006,T,N,,mg/L,L2133011,688825798,688826053
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,7/12/2018,7,12,2018,E3030B/SW6020A,Aluminum,0.117,Y,,0.001,0.117,D,N,,mg/L,L2133011,688825798,688826055
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,7/12/2018,7,12,2018,E3030B/SW6020A,Arsenic,0.00044,Y,,0.0001,0.00044,D,N,,mg/L,L2133011,688825798,688826055
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,7/12/2018,7,12,2018,E3030B/SW6020A,Copper,,N,<,0.0002,0.0001,D,N,,mg/L,L2133011,688825798,688826055
