Mine,Location Description,model_stats,loc_name,sample_name,Season,sample_date,Month,Day,Year,analytic_method,chemical_name,result_text,detect_flag,lab_qualifiers,reporting_detection_limit,result_nd,fraction,sample_type_code,parent_sample_code,result_unit,lab_sdg,sample_id,test_id
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SPRING,6/25/2016,6,25,2016,SM3030E/SW6020A,Aluminum,0.0838,Y,,0.001,0.0838,T,N,,mg/l,L1790275,70196260,70196473
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SPRING,6/25/2016,6,25,2016,SM3030E/SW6020A,Arsenic,0.00024,Y,,0.0001,0.00024,T,N,,mg/l,L1790275,70196260,70196473
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SPRING,6/25/2016,6,25,2016,SM3030E/SW6020A,Copper,0.0003,Y,,0.0002,0.0003,T,N,,mg/l,L1790275,70196260,70196473
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SPRING,6/25/2016,6,25,2016,SM3030E/SW6020A,Selenium,,N,<,0.0001,0.00005,T,N,,mg/l,L1790275,70196260,70196473
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SPRING,6/30/2016,6,30,2016,E3030B/SW6020A,Aluminum,0.104,Y,,0.001,0.104,D,N,,mg/l,L1792322,70198487,70198593
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SPRING,6/30/2016,6,30,2016,E3030B/SW6020A,Arsenic,0.00035,Y,,0.0001,0.00035,D,N,,mg/l,L1792322,70198487,70198593
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SPRING,6/30/2016,6,30,2016,E3030B/SW6020A,Copper,,N,<,0.0002,0.0001,D,N,,mg/l,L1792322,70198487,70198593
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SPRING,6/30/2016,6,30,2016,E3030B/SW6020A,Selenium,,N,<,0.0001,0.00005,D,N,,mg/l,L1792322,70198487,70198593
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SPRING,6/30/2016,6,30,2016,SM3030E/SW6020A,Aluminum,0.114,Y,,0.001,0.114,T,N,,mg/l,L1792322,70198487,70198600
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SPRING,6/30/2016,6,30,2016,SM3030E/SW6020A,Arsenic,0.00033,Y,,0.0001,0.00033,T,N,,mg/l,L1792322,70198487,70198600
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SPRING,6/30/2016,6,30,2016,SM3030E/SW6020A,Copper,0.00032,Y,,0.0002,0.00032,T,N,,mg/l,L1792322,70198487,70198600
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SPRING,6/30/2016,6,30,2016,SM3030E/SW6020A,Selenium,,N,<,0.0001,0.00005,T,N,,mg/l,L1792322,70198487,70198600
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,SPRING,6/30/2016,6,30,2016,E3030B/SW6020A,Aluminum,0.0137,Y,,0.001,0.0137,D,N,,mg/l,L1792322,70198488,70198615
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,SPRING,6/30/2016,6,30,2016,E3030B/SW6020A,Arsenic,0.00025,Y,,0.0001,0.00025,D,N,,mg/l,L1792322,70198488,70198615
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,SPRING,6/30/2016,6,30,2016,E3030B/SW6020A,Copper,0.00053,Y,,0.0002,0.00053,D,N,,mg/l,L1792322,70198488,70198615
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,SPRING,6/30/2016,6,30,2016,E3030B/SW6020A,Selenium,,N,<,0.0001,0.00005,D,N,,mg/l,L1792322,70198488,70198615
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,SPRING,6/30/2016,6,30,2016,SM3030E/SW6020A,Aluminum,0.0225,Y,,0.001,0.0225,T,N,,mg/l,L1792322,70198488,70198622
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,SPRING,6/30/2016,6,30,2016,SM3030E/SW6020A,Arsenic,0.00023,Y,,0.0001,0.00023,T,N,,mg/l,L1792322,70198488,70198622
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,SPRING,6/30/2016,6,30,2016,SM3030E/SW6020A,Copper,0.0007,Y,,0.0002,0.0007,T,N,,mg/l,L1792322,70198488,70198622
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,SPRING,6/30/2016,6,30,2016,SM3030E/SW6020A,Selenium,,N,<,0.0001,0.00005,T,N,,mg/l,L1792322,70198488,70198622
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,SPRING,6/30/2016,6,30,2016,E3030B/SW6020A,Aluminum,0.0072,Y,,0.001,0.0072,D,N,,mg/l,L1792322,70198489,70198637
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,SPRING,6/30/2016,6,30,2016,E3030B/SW6020A,Arsenic,0.0003,Y,,0.0001,0.0003,D,N,,mg/l,L1792322,70198489,70198637
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,SPRING,6/30/2016,6,30,2016,E3030B/SW6020A,Copper,0.00053,Y,,0.0002,0.00053,D,N,,mg/l,L1792322,70198489,70198637
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,SPRING,6/30/2016,6,30,2016,E3030B/SW6020A,Selenium,,N,<,0.0001,0.00005,D,N,,mg/l,L1792322,70198489,70198637
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,SPRING,6/30/2016,6,30,2016,SM3030E/SW6020A,Aluminum,0.065,Y,,0.001,0.065,T,N,,mg/l,L1792322,70198489,70198644
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,SPRING,6/30/2016,6,30,2016,SM3030E/SW6020A,Arsenic,0.0003,Y,,0.0001,0.0003,T,N,,mg/l,L1792322,70198489,70198644
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,SPRING,6/30/2016,6,30,2016,SM3030E/SW6020A,Copper,0.00053,Y,,0.0002,0.00053,T,N,,mg/l,L1792322,70198489,70198644
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,SPRING,6/30/2016,6,30,2016,SM3030E/SW6020A,Selenium,,N,<,0.0001,0.00005,T,N,,mg/l,L1792322,70198489,70198644
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,SUMMER,7/19/2016,7,19,2016,E3030B/SW6020A,Aluminum,0.0052,Y,,0.001,0.0052,D,N,,mg/L,L1802378,70726593,70726699
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,SUMMER,7/19/2016,7,19,2016,E3030B/SW6020A,Arsenic,0.00032,Y,,0.0001,0.00032,D,N,,mg/L,L1802378,70726593,70726699
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,SUMMER,7/19/2016,7,19,2016,E3030B/SW6020A,Copper,0.00039,Y,,0.0002,0.00039,D,N,,mg/L,L1802378,70726593,70726699
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,SUMMER,7/19/2016,7,19,2016,E3030B/SW6020A,Selenium,,N,<,0.0001,0.00005,D,N,,mg/L,L1802378,70726593,70726699
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,SUMMER,7/19/2016,7,19,2016,SM3030E/SW6020A,Aluminum,0.189,Y,,0.001,0.189,T,N,,mg/L,L1802378,70726593,70726706
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,SUMMER,7/19/2016,7,19,2016,SM3030E/SW6020A,Arsenic,0.00037,Y,,0.0001,0.00037,T,N,,mg/L,L1802378,70726593,70726706
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,SUMMER,7/19/2016,7,19,2016,SM3030E/SW6020A,Copper,0.00057,Y,,0.0002,0.00057,T,N,,mg/L,L1802378,70726593,70726706
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,SUMMER,7/19/2016,7,19,2016,SM3030E/SW6020A,Selenium,,N,<,0.0001,0.00005,T,N,,mg/L,L1802378,70726593,70726706
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,7/24/2016,7,24,2016,E3030B/SW6020A,Aluminum,0.116,Y,,0.001,0.116,D,N,,mg/L,L1804127,70727349,70727247
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,7/24/2016,7,24,2016,E3030B/SW6020A,Arsenic,0.00041,Y,,0.0001,0.00041,D,N,,mg/L,L1804127,70727349,70727247
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,7/24/2016,7,24,2016,E3030B/SW6020A,Copper,0.00031,Y,,0.0002,0.00031,D,N,,mg/L,L1804127,70727349,70727247
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,7/24/2016,7,24,2016,E3030B/SW6020A,Selenium,,N,<,0.0001,0.00005,D,N,,mg/L,L1804127,70727349,70727247
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,7/24/2016,7,24,2016,SM3030E/SW6020A,Aluminum,0.133,Y,,0.001,0.133,T,N,,mg/L,L1804127,70727349,70727254
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,7/24/2016,7,24,2016,SM3030E/SW6020A,Arsenic,0.0004,Y,,0.0001,0.0004,T,N,,mg/L,L1804127,70727349,70727254
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,7/24/2016,7,24,2016,SM3030E/SW6020A,Copper,0.0002,Y,,0.0002,0.0002,T,N,,mg/L,L1804127,70727349,70727254
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,7/24/2016,7,24,2016,SM3030E/SW6020A,Selenium,,N,<,0.0001,0.00005,T,N,,mg/L,L1804127,70727349,70727254
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,SUMMER,7/24/2016,7,24,2016,E3030B/SW6020A,Aluminum,0.0089,Y,,0.001,0.0089,D,N,,mg/L,L1804127,70727350,70727269
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,SUMMER,7/24/2016,7,24,2016,E3030B/SW6020A,Arsenic,0.00025,Y,,0.0001,0.00025,D,N,,mg/L,L1804127,70727350,70727269
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,SUMMER,7/24/2016,7,24,2016,E3030B/SW6020A,Copper,0.00057,Y,,0.0002,0.00057,D,N,,mg/L,L1804127,70727350,70727269
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,SUMMER,7/24/2016,7,24,2016,E3030B/SW6020A,Selenium,,N,<,0.0001,0.00005,D,N,,mg/L,L1804127,70727350,70727269
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,SUMMER,7/24/2016,7,24,2016,SM3030E/SW6020A,Aluminum,0.0201,Y,,0.001,0.0201,T,N,,mg/L,L1804127,70727350,70727276
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,SUMMER,7/24/2016,7,24,2016,SM3030E/SW6020A,Arsenic,0.00026,Y,,0.0001,0.00026,T,N,,mg/L,L1804127,70727350,70727276
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,SUMMER,7/24/2016,7,24,2016,SM3030E/SW6020A,Copper,0.0004,Y,,0.0002,0.0004,T,N,,mg/L,L1804127,70727350,70727276
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,SUMMER,7/24/2016,7,24,2016,SM3030E/SW6020A,Selenium,,N,<,0.0001,0.00005,T,N,,mg/L,L1804127,70727350,70727276
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,7/24/2016,7,24,2016,E3030B/SW6020A,Aluminum,0.0406,Y,,0.001,0.0406,D,N,,mg/L,L1804127,70727351,70727292
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,7/24/2016,7,24,2016,E3030B/SW6020A,Arsenic,0.0003,Y,,0.0001,0.0003,D,N,,mg/L,L1804127,70727351,70727292
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,7/24/2016,7,24,2016,E3030B/SW6020A,Copper,0.00031,Y,,0.0002,0.00031,D,N,,mg/L,L1804127,70727351,70727292
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,7/24/2016,7,24,2016,E3030B/SW6020A,Selenium,,N,<,0.0001,0.00005,D,N,,mg/L,L1804127,70727351,70727292
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,7/24/2016,7,24,2016,SM3030E/SW6020A,Aluminum,0.0436,Y,,0.001,0.0436,T,N,,mg/L,L1804127,70727351,70727299
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,7/24/2016,7,24,2016,SM3030E/SW6020A,Arsenic,0.00021,Y,,0.0001,0.00021,T,N,,mg/L,L1804127,70727351,70727299
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,7/24/2016,7,24,2016,SM3030E/SW6020A,Copper,0.00029,Y,,0.0002,0.00029,T,N,,mg/L,L1804127,70727351,70727299
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,7/24/2016,7,24,2016,SM3030E/SW6020A,Selenium,,N,<,0.0001,0.00005,T,N,,mg/L,L1804127,70727351,70727299
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,7/21/2016,7,21,2016,E3030B/SW6020A,Aluminum,0.007,Y,,0.001,0.007,D,N,,mg/L,L1804127,70727352,70727315
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,7/21/2016,7,21,2016,E3030B/SW6020A,Arsenic,0.00026,Y,,0.0001,0.00026,D,N,,mg/L,L1804127,70727352,70727315
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,7/21/2016,7,21,2016,E3030B/SW6020A,Copper,0.00025,Y,,0.0002,0.00025,D,N,,mg/L,L1804127,70727352,70727315
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,7/21/2016,7,21,2016,E3030B/SW6020A,Selenium,,N,<,0.0001,0.00005,D,N,,mg/L,L1804127,70727352,70727315
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,7/21/2016,7,21,2016,SM3030E/SW6020A,Aluminum,0.0169,Y,,0.001,0.0169,T,N,,mg/L,L1804127,70727352,70727322
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,7/21/2016,7,21,2016,SM3030E/SW6020A,Arsenic,0.00028,Y,,0.0001,0.00028,T,N,,mg/L,L1804127,70727352,70727322
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,7/21/2016,7,21,2016,SM3030E/SW6020A,Copper,0.00023,Y,,0.0002,0.00023,T,N,,mg/L,L1804127,70727352,70727322
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,7/21/2016,7,21,2016,SM3030E/SW6020A,Selenium,,N,<,0.0001,0.00005,T,N,,mg/L,L1804127,70727352,70727322
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,SUMMER,8/24/2016,8,24,2016,E3030B/SW6020A,Aluminum,0.0052,Y,,0.001,0.0052,D,N,,mg/L,L1819696,70728331,70729270
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,SUMMER,8/24/2016,8,24,2016,E3030B/SW6020A,Arsenic,0.00031,Y,,0.0001,0.00031,D,N,,mg/L,L1819696,70728331,70729270
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,SUMMER,8/24/2016,8,24,2016,E3030B/SW6020A,Copper,0.00031,Y,,0.0002,0.00031,D,N,,mg/L,L1819696,70728331,70729270
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,SUMMER,8/24/2016,8,24,2016,E3030B/SW6020A,Selenium,,N,<,0.0001,0.00005,D,N,,mg/L,L1819696,70728331,70729270
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,SUMMER,8/24/2016,8,24,2016,SM3030E/SW6020A,Aluminum,0.0515,Y,,0.001,0.0515,T,N,,mg/L,L1819696,70728331,70729277
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,SUMMER,8/24/2016,8,24,2016,SM3030E/SW6020A,Arsenic,0.00031,Y,,0.0001,0.00031,T,N,,mg/L,L1819696,70728331,70729277
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,SUMMER,8/24/2016,8,24,2016,SM3030E/SW6020A,Copper,0.00045,Y,,0.0002,0.00045,T,N,,mg/L,L1819696,70728331,70729277
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,SUMMER,8/24/2016,8,24,2016,SM3030E/SW6020A,Selenium,,N,<,0.0001,0.00005,T,N,,mg/L,L1819696,70728331,70729277
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,8/27/2016,8,27,2016,E3030B/SW6020A,Aluminum,0.0803,Y,,0.001,0.0803,D,N,,mg/L,L1821155,70729471,70730054
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,8/27/2016,8,27,2016,E3030B/SW6020A,Arsenic,0.00031,Y,,0.0001,0.00031,D,N,,mg/L,L1821155,70729471,70730054
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,8/27/2016,8,27,2016,E3030B/SW6020A,Copper,,N,<,0.0002,0.0001,D,N,,mg/L,L1821155,70729471,70730054
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,8/27/2016,8,27,2016,E3030B/SW6020A,Selenium,,N,<,0.0001,0.00005,D,N,,mg/L,L1821155,70729471,70730054
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,8/27/2016,8,27,2016,SM3030E/SW6020A,Aluminum,0.093,Y,,0.001,0.093,T,N,,mg/L,L1821155,70729471,70730061
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,8/27/2016,8,27,2016,SM3030E/SW6020A,Arsenic,0.00034,Y,,0.0001,0.00034,T,N,,mg/L,L1821155,70729471,70730061
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,8/27/2016,8,27,2016,SM3030E/SW6020A,Copper,0.00025,Y,,0.0002,0.00025,T,N,,mg/L,L1821155,70729471,70730061
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,SUMMER,8/27/2016,8,27,2016,SM3030E/SW6020A,Selenium,,N,<,0.0001,0.00005,T,N,,mg/L,L1821155,70729471,70730061
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,SUMMER,8/26/2016,8,26,2016,E3030B/SW6020A,Aluminum,0.0101,Y,,0.001,0.0101,D,N,,mg/L,L1821155,70729472,70730076
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,SUMMER,8/26/2016,8,26,2016,E3030B/SW6020A,Arsenic,0.00027,Y,,0.0001,0.00027,D,N,,mg/L,L1821155,70729472,70730076
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,SUMMER,8/26/2016,8,26,2016,E3030B/SW6020A,Copper,0.00037,Y,,0.0002,0.00037,D,N,,mg/L,L1821155,70729472,70730076
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,SUMMER,8/26/2016,8,26,2016,E3030B/SW6020A,Selenium,,N,<,0.0001,0.00005,D,N,,mg/L,L1821155,70729472,70730076
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,SUMMER,8/26/2016,8,26,2016,SM3030E/SW6020A,Aluminum,0.0131,Y,,0.001,0.0131,T,N,,mg/L,L1821155,70729472,70730083
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,SUMMER,8/26/2016,8,26,2016,SM3030E/SW6020A,Arsenic,0.00029,Y,,0.0001,0.00029,T,N,,mg/L,L1821155,70729472,70730083
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,SUMMER,8/26/2016,8,26,2016,SM3030E/SW6020A,Copper,0.00034,Y,,0.0002,0.00034,T,N,,mg/L,L1821155,70729472,70730083
Gordon,Gordon,YES,AQF11 - Surface,AQF11WQ,SUMMER,8/26/2016,8,26,2016,SM3030E/SW6020A,Selenium,,N,<,0.0001,0.00005,T,N,,mg/L,L1821155,70729472,70730083
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,8/26/2016,8,26,2016,E3030B/SW6020A,Aluminum,0.0216,Y,,0.001,0.0216,D,N,,mg/L,L1821155,70729473,70730098
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,8/26/2016,8,26,2016,E3030B/SW6020A,Arsenic,0.00018,Y,,0.0001,0.00018,D,N,,mg/L,L1821155,70729473,70730098
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,8/26/2016,8,26,2016,E3030B/SW6020A,Copper,,N,<,0.0002,0.0001,D,N,,mg/L,L1821155,70729473,70730098
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,8/26/2016,8,26,2016,E3030B/SW6020A,Selenium,,N,<,0.0001,0.00005,D,N,,mg/L,L1821155,70729473,70730098
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,8/26/2016,8,26,2016,SM3030E/SW6020A,Aluminum,0.0408,Y,,0.001,0.0408,T,N,,mg/L,L1821155,70729473,70730105
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,8/26/2016,8,26,2016,SM3030E/SW6020A,Arsenic,0.00018,Y,,0.0001,0.00018,T,N,,mg/L,L1821155,70729473,70730105
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,8/26/2016,8,26,2016,SM3030E/SW6020A,Copper,0.00034,Y,,0.0002,0.00034,T,N,,mg/L,L1821155,70729473,70730105
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,SUMMER,8/26/2016,8,26,2016,SM3030E/SW6020A,Selenium,,N,<,0.0001,0.00005,T,N,,mg/L,L1821155,70729473,70730105
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,8/26/2016,8,26,2016,E3030B/SW6020A,Aluminum,0.0045,Y,,0.001,0.0045,D,N,,mg/L,L1821155,70729474,70730120
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,8/26/2016,8,26,2016,E3030B/SW6020A,Arsenic,0.00025,Y,,0.0001,0.00025,D,N,,mg/L,L1821155,70729474,70730120
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,8/26/2016,8,26,2016,E3030B/SW6020A,Copper,,N,<,0.0002,0.0001,D,N,,mg/L,L1821155,70729474,70730120
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,8/26/2016,8,26,2016,E3030B/SW6020A,Selenium,,N,<,0.0001,0.00005,D,N,,mg/L,L1821155,70729474,70730120
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,8/26/2016,8,26,2016,SM3030E/SW6020A,Aluminum,0.0116,Y,,0.001,0.0116,T,N,,mg/L,L1821155,70729474,70730127
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,8/26/2016,8,26,2016,SM3030E/SW6020A,Arsenic,0.00027,Y,,0.0001,0.00027,T,N,,mg/L,L1821155,70729474,70730127
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,8/26/2016,8,26,2016,SM3030E/SW6020A,Copper,0.00023,Y,,0.0002,0.00023,T,N,,mg/L,L1821155,70729474,70730127
Gordon,Gordon,YES,AQF13 - Surface,AQF13WQ,SUMMER,8/26/2016,8,26,2016,SM3030E/SW6020A,Selenium,,N,<,0.0001,0.00005,T,N,,mg/L,L1821155,70729474,70730127
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,FALL,9/23/2016,9,23,2016,E3030B/SW6020A,Arsenic,0.00031,Y,,0.0001,0.00031,D,N,,mg/L,L1834760,70935366,70935597
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,FALL,9/23/2016,9,23,2016,E3030B/SW6020A,Aluminum,0.149,Y,,0.001,0.149,D,N,,mg/L,L1834760,70935366,70935598
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,FALL,9/23/2016,9,23,2016,E3030B/SW6020A,Copper,,N,,0.0002,0.0001,D,N,,mg/L,L1834760,70935366,70935598
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,FALL,9/23/2016,9,23,2016,E3030B/SW6020A,Selenium,,N,,0.0001,0.00005,D,N,,mg/L,L1834760,70935366,70935598
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,FALL,9/23/2016,9,23,2016,SM3030E/SW6020A,Aluminum,0.157,Y,,0.001,0.157,T,N,,mg/L,L1834760,70935366,70935605
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,FALL,9/23/2016,9,23,2016,SM3030E/SW6020A,Arsenic,0.00034,Y,,0.0001,0.00034,T,N,,mg/L,L1834760,70935366,70935605
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,FALL,9/23/2016,9,23,2016,SM3030E/SW6020A,Copper,0.00022,Y,,0.0002,0.00022,T,N,,mg/L,L1834760,70935366,70935605
Gordon,Gordon,YES,AQF10 - Surface,AQF10WQ,FALL,9/23/2016,9,23,2016,SM3030E/SW6020A,Selenium,,N,,0.0001,0.00005,T,N,,mg/L,L1834760,70935366,70935605
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,FALL,9/23/2016,9,23,2016,E3030B/SW6020A,Arsenic,0.00015,Y,,0.0001,0.00015,D,N,,mg/L,L1834760,70935367,70935620
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,FALL,9/23/2016,9,23,2016,E3030B/SW6020A,Aluminum,0.0245,Y,,0.001,0.0245,D,N,,mg/L,L1834760,70935367,70935621
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,FALL,9/23/2016,9,23,2016,E3030B/SW6020A,Copper,,N,,0.0002,0.0001,D,N,,mg/L,L1834760,70935367,70935621
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,FALL,9/23/2016,9,23,2016,E3030B/SW6020A,Selenium,,N,,0.0001,0.00005,D,N,,mg/L,L1834760,70935367,70935621
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,FALL,9/23/2016,9,23,2016,SM3030E/SW6020A,Aluminum,0.0354,Y,,0.001,0.0354,T,N,,mg/L,L1834760,70935367,70935628
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,FALL,9/23/2016,9,23,2016,SM3030E/SW6020A,Copper,0.00031,Y,,0.0002,0.00031,T,N,,mg/L,L1834760,70935367,70935628
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,FALL,9/23/2016,9,23,2016,SM3030E/SW6020A,Selenium,,N,,0.0001,0.00005,T,N,,mg/L,L1834760,70935367,70935628
Gordon,Gordon,YES,AQF12 - Surface,AQF12WQ,FALL,9/23/2016,9,23,2016,SM3030E/SW6020A,Arsenic,0.00017,Y,,0.0001,0.00017,T,N,,mg/L,L1834760,70935367,70935629
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,FALL,9/25/2016,9,25,2016,E3030B/SW6020A,Aluminum,0.0066,Y,,0.001,0.0066,D,N,,mg/L,L1834760,70935368,70935644
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,FALL,9/25/2016,9,25,2016,E3030B/SW6020A,Arsenic,0.00012,Y,,0.0001,0.00012,D,N,,mg/L,L1834760,70935368,70935644
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,FALL,9/25/2016,9,25,2016,E3030B/SW6020A,Copper,0.00051,Y,,0.0002,0.00051,D,N,,mg/L,L1834760,70935368,70935644
Gordon,Gordon,YES,AQF15 - Deep,AQF15WQD,FALL,9/25/2016,9,25,2016,E3030B/SW6020A,Selenium,,N,,0.0001,0.00005,D,N,,mg/L,L1834760,70935368,70935644
